customerid,isocountrycode,regularstoreid,registrationdate,unregistrationdate,gender,age,zipcode
77000000052185931,ES,ES0263,2018-01-23,"",F,29,50008
77000000052183894,ES,ES4503,2018-01-23,"",M,38,50021
77000000052183797,ES,ES0428,2018-01-23,"",F,35,50011
77000000052183021,ES,ES4503,2018-01-23,2018-01-23,F,50,50700
77000000052181954,ES,ES0263,2018-01-23,"",F,32,22269
77000000052180111,ES,ES4507,2018-01-22,"","","",""
77000000052180014,ES,ES4503,2018-01-22,"",F,41,50019
77000000052179820,ES,ES4503,2018-01-22,"",F,44,50004
77000000052179723,ES,ES0263,2018-01-22,"",M,53,50014
77000000052178268,ES,ES4503,2018-01-22,"","","",""
77000000052176910,ES,ES4503,2018-01-22,"",F,36,22006
77000000052176716,ES,ES4504,2018-01-22,"",F,78,50004
77000000052176328,ES,ES0428,2018-01-22,"",M,69,50012
77000000052176134,ES,ES4507,2018-01-22,"",M,68,50015
77000000052176037,ES,ES0428,2018-01-22,"",M,44,50014
77000000052174194,ES,ES4504,2018-01-22,"",M,47,50003
77000000052173224,ES,ES0428,2018-01-22,"","","",""
77000000052172933,ES,ES4503,2018-01-22,"",F,39,50021
77000000052172254,ES,ES4507,2018-01-22,"",M,57,50006
77000000052172060,ES,ES4503,2018-01-22,"",F,30,50013
77000000052171866,ES,ES4504,2018-01-22,"",M,32,50003
77000000052170023,ES,ES4504,2018-01-22,"","","",""
77000000052169732,ES,ES4507,2018-01-22,"","","",""
77000000052169441,ES,ES0428,2018-01-22,"",M,65,50017
77000000052168956,ES,ES0428,2018-01-22,"",M,49,50009
77000000052168374,ES,ES0263,2018-01-22,"",M,32,50840
77000000052167113,ES,ES4503,2018-01-22,"","","",""
77000000052166822,ES,ES4503,2018-01-22,"",F,40,50007
77000000052166240,ES,ES0428,2018-01-22,"","","",""
77000000052164203,ES,ES0263,2018-01-22,"",F,31,50001
77000000052163621,ES,ES0263,2018-01-22,"",F,26,50013
77000000052162748,ES,ES4504,2018-01-22,"",M,28,50010
77000000052162457,ES,ES0428,2018-01-22,"","","",""
77000000052161972,ES,ES0263,2018-01-22,"",F,26,50001
77000000052161778,ES,ES4507,2018-01-22,"",F,40,50014
77000000052159741,ES,ES4503,2018-01-22,"",F,35,50007
77000000052157898,ES,ES0428,2018-01-22,"",F,26,50011
77000000052157607,ES,ES4504,2018-01-22,"",M,29,50012
77000000052157316,ES,ES0263,2018-01-22,"",M,74,50016
77000000052155667,ES,ES4507,2018-01-22,"","","",""
77000000052154212,ES,ES4507,2018-01-22,"",F,43,50015
77000000052151981,ES,ES4507,2018-01-22,"",M,55,50014
77000000052151690,ES,ES0428,2018-01-22,"",F,38,50011
77000000052150720,ES,ES4504,2018-01-22,"",F,55,50006
77000000052150429,ES,ES4507,2018-01-22,"","","",""
77000000052149459,ES,ES4504,2018-01-21,"",F,46,50018
77000000052148489,ES,ES0428,2018-01-21,2018-07-26,2,47,50011
77000000052148295,ES,ES4503,2018-01-21,"",F,33,50019
77000000052147810,ES,ES0263,2018-01-21,"",F,45,50006
77000000052147519,ES,ES4503,2018-01-21,"",M,34,17162
77000000052144512,ES,ES4504,2018-01-21,"",F,36,50019
77000000052144221,ES,ES4504,2018-01-21,"",M,48,50010
77000000052144027,ES,ES0428,2018-01-21,"",F,45,50012
77000000052142863,ES,ES4504,2018-01-21,"",F,46,50010
77000000052141408,ES,ES4503,2018-01-21,"",F,44,50007
77000000052140923,ES,ES4503,2018-01-21,"",M,42,44600
77000000052140147,ES,ES0263,2018-01-21,"",F,45,25125
77000000052138692,ES,ES0428,2018-01-21,"",F,20,50011
77000000052137237,ES,ES0428,2018-01-21,"",F,52,50009
77000000052136946,ES,ES4504,2018-01-21,"",F,26,50017
77000000052136073,ES,ES4504,2018-01-21,"",F,59,50003
77000000052134036,ES,ES0428,2018-01-21,"",F,35,50600
77000000052133163,ES,ES4504,2018-01-21,"","","",""
77000000052132678,ES,ES0428,2018-01-21,"",F,39,08906
77000000052130447,ES,ES4504,2018-01-20,"",F,48,50003
77000000052129865,ES,ES0428,2018-01-20,"",F,39,50017
77000000052129671,ES,ES0428,2018-01-20,"",F,46,50017
77000000052128313,ES,ES4504,2018-01-20,"",M,49,50004
77000000052127634,ES,ES4503,2018-01-20,"",F,45,50171
77000000052127343,ES,ES0263,2018-01-20,"",M,34,50008
77000000052125791,ES,ES4503,2018-01-20,"",M,46,50008
77000000052124724,ES,ES4503,2018-01-20,"",F,66,50007
77000000052124627,ES,ES4503,2018-01-20,"",F,26,50007
77000000052122978,ES,ES4504,2018-01-20,"","","",""
77000000052122687,ES,ES4503,2018-01-20,"",F,55,50007
77000000052121814,ES,ES0428,2018-01-20,"",F,46,50017
77000000052120941,ES,ES0428,2018-01-20,"",F,43,50017
77000000052120747,ES,ES0263,2018-01-20,"",M,19,50014
77000000052120165,ES,ES0428,2018-01-20,"",M,48,50017
77000000052119971,ES,ES0428,2018-01-20,"",M,46,50011
77000000052117449,ES,ES0428,2018-01-20,"",F,41,28013
77000000052117352,ES,ES0428,2018-01-20,"",F,31,50017
77000000052117158,ES,ES4504,2018-01-20,"",F,31,50017
77000000052116673,ES,ES4504,2018-01-20,"","","",""
77000000052115897,ES,ES4503,2018-01-20,"",F,52,50022
77000000052114927,ES,ES0428,2018-01-20,"",M,34,50017
77000000052114636,ES,ES0263,2018-01-20,"",M,23,50002
77000000052114442,ES,ES4504,2018-01-20,"",F,65,50003
77000000052113860,ES,ES0428,2018-01-20,"",F,25,50007
77000000052111047,ES,ES4503,2018-01-20,"",M,42,50008
77000000052110950,ES,ES4503,2018-01-20,"",M,37,50007
77000000052109204,ES,ES4503,2018-01-20,"",M,36,50008
77000000052108816,ES,ES0263,2018-01-20,"",F,56,50014
77000000052108428,ES,ES4503,2018-01-20,"",M,41,50017
77000000052108331,ES,ES4504,2018-01-20,"",M,41,31512
77000000052108040,ES,ES4504,2018-01-20,"","","",""
77000000052107846,ES,ES4503,2018-01-20,"",M,41,50014
77000000052107652,ES,ES4503,2018-01-20,"",M,30,50800
77000000052106973,ES,ES4503,2018-01-20,"",M,54,50013
77000000052106876,ES,ES0263,2018-01-20,"",F,40,50002
77000000052106197,ES,ES0263,2018-01-20,"",F,26,50002
77000000052105615,ES,ES4503,2018-01-20,"",F,48,50005
77000000052104839,ES,ES4507,2018-01-20,"",F,48,50171
77000000052103966,ES,ES0263,2018-01-20,"",F,19,50171
77000000052103772,ES,ES0428,2018-01-20,"","","",""
77000000052102608,ES,ES4503,2018-01-20,"",M,46,50007
77000000052102220,ES,ES4503,2018-01-20,"",M,63,50007
77000000052101153,ES,ES0428,2018-01-20,"",M,47,50011
77000000052100571,ES,ES4503,2018-01-20,"",M,28,50022
77000000052099504,ES,ES0428,2018-01-20,"","","",""
77000000052098825,ES,ES4503,2018-01-20,"",F,69,50013
77000000052098243,ES,ES0428,2018-01-20,"",M,50,50011
77000000052098146,ES,ES4503,2018-01-20,"",F,67,50002
77000000052097952,ES,ES4503,2018-01-20,"",F,30,50002
77000000052097564,ES,ES4504,2018-01-20,"",M,51,50003
77000000052096497,ES,ES4503,2018-01-20,"",F,61,50009
77000000052096206,ES,ES4504,2018-01-20,"",M,47,50008
77000000052095915,ES,ES4503,2018-01-20,"",F,43,50007
77000000052095818,ES,ES0428,2018-01-20,"","","",""
77000000052095624,ES,ES0428,2018-01-20,"",F,52,50017
77000000052095139,ES,ES4507,2018-01-20,"",F,50,50015
77000000052094751,ES,ES4504,2018-01-20,"",F,45,50012
77000000052093490,ES,ES0428,2018-01-20,2018-05-29,F,32,28027
77000000052092714,ES,ES4503,2018-01-20,"",M,23,14550
77000000052091647,ES,ES0428,2018-01-19,"",F,38,50012
77000000052091453,ES,ES4507,2018-01-19,"","","",""
77000000052091356,ES,ES0428,2018-01-19,"",F,50,50012
77000000052089804,ES,ES0263,2018-01-19,"",F,30,50014
77000000052089707,ES,ES0428,2018-01-19,"",F,28,50011
77000000052087864,ES,ES4503,2018-01-19,"",F,32,50008
77000000052087767,ES,ES4503,2018-01-19,"",M,42,50007
77000000052087670,ES,ES0263,2018-01-19,"",M,26,50015
77000000052087573,ES,ES4504,2018-01-19,"",F,24,50015
77000000052086894,ES,ES4504,2018-01-19,"",M,28,50010
77000000052086797,ES,ES4504,2018-01-19,"",F,47,50004
77000000052086118,ES,ES4503,2018-01-19,"",M,49,50171
77000000052085827,ES,ES4504,2018-01-19,"",M,53,50008
77000000052085439,ES,ES0428,2018-01-19,"",F,52,50011
77000000052085245,ES,ES0428,2018-01-19,"",F,50,50012
77000000052084954,ES,ES4504,2018-01-19,"",M,38,50196
77000000052084663,ES,ES4507,2018-01-19,"",M,54,50015
77000000052083111,ES,ES0428,2018-01-19,"",F,23,50005
77000000052081947,ES,ES4503,2018-01-19,"","","",""
77000000052081850,ES,ES0263,2018-01-19,"",M,53,50014
77000000052080977,ES,ES0428,2018-01-19,"",M,59,50012
77000000052079425,ES,ES0428,2018-01-19,"",F,27,16144
77000000052079134,ES,ES0263,2018-01-19,"",M,44,50002
77000000052078261,ES,ES4503,2018-01-19,"",F,34,50003
77000000052078164,ES,ES0263,2018-01-19,"",F,55,50014
77000000052077873,ES,ES4503,2018-01-19,"",F,38,45600
77000000052077679,ES,ES0263,2018-01-19,"",F,59,50172
77000000052076612,ES,ES4503,2018-01-19,"",M,43,50007
77000000052075739,ES,ES0428,2018-01-19,"",F,45,50011
77000000052074769,ES,ES4503,2018-01-19,"",M,53,50007
77000000052074478,ES,ES4503,2018-01-19,"",F,43,50011
77000000052073993,ES,ES4504,2018-01-19,"",F,41,50164
77000000052072732,ES,ES4504,2018-01-19,"","","",""
77000000052071859,ES,ES4504,2018-01-19,"",F,30,50018
77000000052066621,ES,ES0263,2018-01-19,"",M,33,08757
77000000052066427,ES,ES4507,2018-01-19,"","","",""
77000000052065263,ES,ES0428,2018-01-19,"","","",""
77000000052064293,ES,ES0263,2018-01-19,"",F,39,50015
77000000052063905,ES,ES0428,2018-01-19,"",M,66,50017
77000000052062450,ES,ES4504,2018-01-19,"",M,24,50003
77000000052061868,ES,ES0428,2018-01-19,"",F,21,50017
77000000052061771,ES,ES4503,2018-01-19,"",F,35,50012
77000000052061092,ES,ES4503,2018-01-19,"",F,38,50008
77000000052060510,ES,ES0428,2018-01-19,"",M,32,50019
77000000052060316,ES,ES0263,2018-01-19,"","","",""
77000000052060122,ES,ES4503,2018-01-19,2018-09-20,F,70,50007
77000000052060025,ES,ES0428,2018-01-19,"","","",""
77000000052058764,ES,ES0428,2018-01-19,"",F,68,50011
77000000052058473,ES,ES4503,2018-01-19,"","","",""
77000000052058182,ES,ES4507,2018-01-19,"",M,27,50720
77000000052055854,ES,ES0263,2018-01-18,"",F,45,50015
77000000052054302,ES,ES4503,2018-01-18,"",M,30,50007
77000000052053914,ES,ES4503,2018-01-18,"",M,24,50007
77000000052053623,ES,ES4504,2018-01-18,"",F,52,50004
77000000052053041,ES,ES4507,2018-01-18,"","","",""
77000000052052459,ES,ES0263,2018-01-18,"",F,45,50014
77000000052052265,ES,ES4504,2018-01-18,"",F,59,50005
77000000052051974,ES,ES4503,2018-01-18,"",M,30,50720
77000000052050713,ES,ES0428,2018-01-18,"",F,63,50017
77000000052050616,ES,ES4504,2018-01-18,"",F,33,50011
77000000052049937,ES,ES4507,2018-01-18,"",F,51,50015
77000000052049258,ES,ES4507,2018-01-18,"",F,34,50171
77000000052048579,ES,ES4503,2018-01-18,"",M,41,50008
77000000052047415,ES,ES4504,2018-01-18,"",F,36,50003
77000000052047318,ES,ES4504,2018-01-18,"",F,69,50003
77000000052046833,ES,ES0263,2018-01-18,"",F,20,50008
77000000052046736,ES,ES4507,2018-01-18,"",F,55,50014
77000000052046542,ES,ES4503,2018-01-18,"",F,47,50007
77000000052046057,ES,ES4503,2018-01-18,"",F,42,50012
77000000052045669,ES,ES4504,2018-01-18,"",F,21,50015
77000000052044311,ES,ES4507,2018-01-18,"","","",""
77000000052044020,ES,ES0428,2018-01-18,"",F,65,50013
77000000052042953,ES,ES4503,2018-01-18,"",F,26,50007
77000000052042856,ES,ES4503,2018-01-18,"",F,29,50730
77000000052042274,ES,ES0428,2018-01-18,"",M,36,50017
77000000052040043,ES,ES4507,2018-01-18,"",M,39,50171
77000000052039170,ES,ES0428,2018-01-18,"",F,51,50800
77000000052038588,ES,ES4503,2018-01-18,"",M,40,50008
77000000052038103,ES,ES4504,2018-01-18,"","","",""
77000000052037909,ES,ES4504,2018-01-18,"",F,70,50003
77000000052037715,ES,ES4507,2018-01-18,"",F,65,50014
77000000052037424,ES,ES4503,2018-01-18,"","","",""
77000000052036745,ES,ES4504,2018-01-18,2019-01-03,2,51,50018
77000000052035969,ES,ES0428,2018-01-18,"",F,64,50011
77000000052035193,ES,ES0428,2018-01-18,"",F,43,50019
77000000052034417,ES,ES4507,2018-01-18,"",F,61,50014
77000000052034320,ES,ES4504,2018-01-18,"",F,47,50018
77000000052033350,ES,ES4504,2018-01-18,"",M,48,50820
77000000052033253,ES,ES4503,2018-01-18,"",M,78,50009
77000000052033059,ES,ES4503,2018-01-18,"",F,28,50007
77000000052032865,ES,ES4504,2018-01-18,"",M,63,50018
77000000052032477,ES,ES0428,2018-01-18,"",F,47,28945
77000000052031895,ES,ES4503,2018-01-18,"",F,56,50013
77000000052031313,ES,ES4503,2018-01-18,"",F,26,50021
77000000052030343,ES,ES0428,2018-01-18,"",M,49,50017
77000000052029664,ES,ES4504,2018-01-18,"",M,61,50003
77000000052027821,ES,ES4503,2018-01-18,"",F,51,50006
77000000052025590,ES,ES4503,2018-01-18,2018-01-18,F,50,50700
77000000052024814,ES,ES4507,2018-01-18,"",F,49,50014
77000000052022777,ES,ES4503,2018-01-17,"",F,45,50007
77000000052022583,ES,ES4504,2018-01-17,"","","",""
77000000052021322,ES,ES4504,2018-01-17,"",F,40,50003
77000000052021031,ES,ES0263,2018-01-17,"",F,31,50014
77000000052020546,ES,ES4504,2018-01-17,"",M,30,50010
77000000052018703,ES,ES0263,2018-01-17,"",F,38,50015
77000000052017054,ES,ES4504,2018-01-17,"",F,29,50018
77000000052014532,ES,ES4507,2018-01-17,"",F,60,50015
77000000052012689,ES,ES4503,2018-01-17,"","","",""
77000000052012398,ES,ES0263,2018-01-17,"",F,64,50014
77000000052011719,ES,ES0428,2018-01-17,"",M,19,50012
77000000052010749,ES,ES4503,2018-01-17,"",M,76,50009
77000000052009003,ES,ES4504,2018-01-17,"",F,58,50003
77000000052007451,ES,ES4504,2018-01-17,"",F,43,50830
77000000052006481,ES,ES4503,2018-01-17,"",F,22,50007
77000000052005705,ES,ES4504,2018-01-17,"",M,48,50017
77000000052005026,ES,ES0428,2018-01-17,"","","",""
77000000052004832,ES,ES0263,2018-01-17,"",M,26,50014
77000000052004735,ES,ES4507,2018-01-17,"","","",""
77000000052004250,ES,ES4503,2018-01-17,"",F,55,50007
77000000052003280,ES,ES0428,2018-01-17,"",F,54,50017
77000000052002310,ES,ES4503,2018-01-17,"",F,29,44003
77000000052001437,ES,ES4507,2018-01-17,"","","",""
77000000052001243,ES,ES0428,2018-01-17,"","","",""
77000000052000564,ES,ES0428,2018-01-17,"","","",""
77000000052000467,ES,ES0428,2018-01-17,"","","",""
77000000051999691,ES,ES0428,2018-01-17,"","","",""
77000000051999594,ES,ES0428,2018-01-17,"",F,32,50011
77000000051998818,ES,ES4503,2018-01-17,"",F,48,50007
77000000051998236,ES,ES4503,2018-01-17,"",F,34,50021
77000000051997363,ES,ES4507,2018-01-17,"",M,53,50162
77000000051996684,ES,ES4504,2018-01-17,"",F,30,50015
77000000051995714,ES,ES4504,2018-01-17,"",M,47,50014
77000000051995035,ES,ES4503,2018-01-17,"",F,62,50007
77000000051994453,ES,ES4504,2018-01-17,"","","",""
77000000051993580,ES,ES4503,2018-01-17,"",F,45,50007
77000000051992610,ES,ES4503,2018-01-17,"",F,26,50014
77000000051992028,ES,ES0428,2018-01-17,"",M,35,50011
77000000051991640,ES,ES4504,2018-01-17,"",F,39,50003
77000000051991349,ES,ES0428,2018-01-17,"",M,66,50012
77000000051990864,ES,ES0428,2018-01-17,"",F,34,50011
77000000051990670,ES,ES4504,2018-01-17,"",F,65,50004
77000000051990573,ES,ES4507,2018-01-17,"",F,53,50018
77000000051988633,ES,ES4503,2018-01-17,2019-01-03,2,41,11170
77000000051988439,ES,ES4507,2018-01-17,"",M,41,50015
77000000051988148,ES,ES0428,2018-01-17,"","","",""
77000000051988051,ES,ES4503,2018-01-17,"",F,37,50197
77000000051987760,ES,ES4507,2018-01-17,"",M,45,50004
77000000051987663,ES,ES4504,2018-01-17,"",F,27,50004
77000000051987081,ES,ES0428,2018-01-17,"",M,46,50017
77000000051983492,ES,ES4504,2018-01-16,"",F,35,50005
77000000051983298,ES,ES4504,2018-01-16,"",M,26,50010
77000000051982910,ES,ES0263,2018-01-16,"",F,53,50014
77000000051981552,ES,ES4503,2018-01-16,"",F,53,50720
77000000051980679,ES,ES4503,2018-01-16,"","","",""
77000000051979903,ES,ES4504,2018-01-16,"","","",""
77000000051979612,ES,ES4503,2018-01-16,"",M,57,50013
77000000051975635,ES,ES0428,2018-01-16,"",M,38,50010
77000000051974471,ES,ES0428,2018-01-16,"",F,61,50017
77000000051973792,ES,ES0263,2018-01-16,"",M,41,50006
77000000051973695,ES,ES0428,2018-01-16,"",F,30,50017
77000000051973307,ES,ES0428,2018-01-16,"",F,43,50011
77000000051972822,ES,ES4503,2018-01-16,"",M,30,50007
77000000051972531,ES,ES0263,2018-01-16,"",F,74,50007
77000000051971076,ES,ES0428,2018-01-16,"",F,48,50017
77000000051970009,ES,ES0428,2018-01-16,"","","",""
77000000051967972,ES,ES4504,2018-01-16,"",F,25,50018
77000000051966420,ES,ES0263,2018-01-16,"",F,24,30332
77000000051966129,ES,ES4504,2018-01-16,"",F,38,50003
77000000051965741,ES,ES4503,2018-01-16,"","","",""
77000000051965256,ES,ES4507,2018-01-16,"","","",""
77000000051965062,ES,ES4507,2018-01-16,"","","",""
77000000051964771,ES,ES0263,2018-01-16,"",M,38,50002
77000000051964674,ES,ES4507,2018-01-16,"","","",""
77000000051964189,ES,ES0428,2018-01-16,"",M,39,50017
77000000051963316,ES,ES4504,2018-01-16,"",M,44,50011
77000000051963219,ES,ES4504,2018-01-16,"",F,26,50014
77000000051962831,ES,ES0428,2018-01-16,"","","",""
77000000051960212,ES,ES4507,2018-01-16,"",F,58,50002
77000000051959339,ES,ES0263,2018-01-16,"",F,44,08030
77000000051959048,ES,ES4503,2018-01-16,"",F,39,50019
77000000051957205,ES,ES4503,2018-01-16,"",F,30,08792
77000000051957011,ES,ES4503,2018-01-16,"",M,33,08003
77000000051956817,ES,ES0263,2018-01-15,"",F,43,44001
77000000051953422,ES,ES4504,2018-01-15,"",F,42,50010
77000000051951676,ES,ES4504,2018-01-15,"",F,29,50018
77000000051950027,ES,ES0428,2018-01-15,"",F,23,50660
77000000051949542,ES,ES0263,2018-01-15,"",F,38,50002
77000000051949251,ES,ES4504,2018-01-15,"",F,26,50011
77000000051947505,ES,ES0263,2018-01-15,"",F,64,50002
77000000051946438,ES,ES4503,2018-01-15,"",M,48,50007
77000000051945856,ES,ES4507,2018-01-15,"",F,36,50013
77000000051944886,ES,ES4507,2018-01-15,"",F,45,50018
77000000051944789,ES,ES0263,2018-01-15,"",M,55,50015
77000000051943916,ES,ES0428,2018-01-15,"",F,47,50017
77000000051941394,ES,ES0263,2018-01-15,"",F,25,50008
77000000051939357,ES,ES4503,2018-01-15,"",F,33,50021
77000000051939066,ES,ES0263,2018-01-15,2018-01-19,M,53,28006
77000000051938872,ES,ES4503,2018-01-15,"",F,35,50021
77000000051938775,ES,ES0263,2018-01-15,"",M,65,50008
77000000051938193,ES,ES0263,2018-01-15,"",M,35,08021
77000000051937320,ES,ES4504,2018-01-15,"",F,32,50018
77000000051936544,ES,ES0263,2018-01-15,"",M,44,50015
77000000051936253,ES,ES0428,2018-01-15,"",F,26,50017
77000000051935574,ES,ES0263,2018-01-15,2018-01-15,M,27,28054
77000000051935477,ES,ES4503,2018-01-15,"","","",""
77000000051934507,ES,ES4504,2018-01-15,"",M,51,50017
77000000051933828,ES,ES0428,2018-01-15,"",M,43,50017
77000000051932955,ES,ES0428,2018-01-15,"",F,61,50017
77000000051932082,ES,ES4504,2018-01-15,"","","",""
77000000051931985,ES,ES4503,2018-01-15,"",M,43,50267
77000000051930821,ES,ES0428,2018-01-29,2018-04-24,"",32,2450
77000000051930724,ES,ES0428,2018-01-15,"",F,69,50012
77000000051930239,ES,ES4504,2018-01-15,"",F,35,50012
77000000051929851,ES,ES4507,2018-01-15,"","","",""
77000000051928881,ES,ES4504,2018-01-15,"",M,63,50003
77000000051928590,ES,ES4507,2018-01-15,"",F,44,50059
77000000051927620,ES,ES0428,2018-01-15,"",F,42,50017
77000000051927426,ES,ES4503,2018-01-15,"",M,26,50692
77000000051927329,ES,ES0428,2018-01-15,"",M,34,50001
77000000051927135,ES,ES4503,2018-01-15,"",F,41,50007
77000000051926359,ES,ES4507,2018-01-15,"",M,69,5ooo3
77000000051926068,ES,ES4504,2018-01-15,"",F,57,50010
77000000051925486,ES,ES4503,2018-01-15,"",F,22,50002
77000000051924710,ES,ES4503,2018-01-15,"",F,42,50820
77000000051924128,ES,ES4504,2018-01-15,"",M,54,50018
77000000051923449,ES,ES4503,2018-01-15,"",F,36,50007
77000000051923255,ES,ES4503,2018-01-15,"","","",""
77000000051923061,ES,ES4504,2018-01-15,"",F,55,50004
77000000051922770,ES,ES4503,2018-01-15,"","","",""
77000000051922285,ES,ES4503,2018-01-15,"",F,68,50007
77000000051922188,ES,ES4503,2018-01-15,"","","",""
77000000051921606,ES,ES4503,2018-01-15,"",M,42,50021
77000000051921315,ES,ES4504,2018-01-15,"",F,32,44320
77000000051921024,ES,ES4504,2018-01-15,"",M,49,50059
77000000051920927,ES,ES4504,2018-01-15,"",M,45,50010
77000000051919472,ES,ES4503,2018-01-14,"",F,51,28522
77000000051918502,ES,ES0428,2018-01-14,"",F,33,25126
77000000051918211,ES,ES0263,2018-01-14,"",F,46,50014
77000000051917920,ES,ES0428,2018-01-14,"",F,82,50017
77000000051917435,ES,ES0428,2018-01-14,"",M,29,28911
77000000051917047,ES,ES0428,2018-01-14,"",M,62,50012
77000000051916756,ES,ES4504,2018-01-14,"",F,70,50003
77000000051916368,ES,ES4503,2018-01-14,"",M,44,44540
77000000051915980,ES,ES4504,2018-01-14,"",M,62,50003
77000000051913749,ES,ES4503,2018-01-14,"",F,62,50007
77000000051913458,ES,ES4503,2018-01-14,"",M,32,50059
77000000051912488,ES,ES4503,2018-01-14,"",M,40,50720
77000000051911906,ES,ES4504,2018-01-14,"",M,46,50020
77000000051910354,ES,ES4503,2018-01-14,"",F,41,50015
77000000051910160,ES,ES4503,2018-01-14,"",F,28,50620
77000000051909869,ES,ES4503,2018-01-14,"",F,71,50006
77000000051907444,ES,ES0428,2018-01-14,"",F,38,50011
77000000051905795,ES,ES0263,2018-01-14,"",F,61,50014
77000000051904437,ES,ES4504,2018-01-14,"",M,69,50003
77000000051904340,ES,ES4507,2018-01-14,"",F,53,50014
77000000051902982,ES,ES4507,2018-01-14,"",F,69,50012
77000000051902788,ES,ES4503,2018-01-14,"",F,66,50021
77000000051902012,ES,ES0263,2018-01-14,"",F,65,50740
77000000051901915,ES,ES4503,2018-01-14,"","","",""
77000000051901721,ES,ES0428,2018-01-14,"",M,44,50011
77000000051900945,ES,ES4503,2018-01-14,"",F,64,50007
77000000051899296,ES,ES0263,2018-01-14,"",M,54,50014
77000000051899102,ES,ES4507,2018-01-14,"",F,49,50014
77000000051898811,ES,ES4504,2018-01-14,"",F,67,50720
77000000051898229,ES,ES0263,2018-01-14,"",M,45,08206
77000000051898132,ES,ES4507,2018-01-14,"","","",""
77000000051897356,ES,ES4507,2018-01-14,"",F,49,50016
77000000051897065,ES,ES4503,2018-01-14,"",M,57,50016
77000000051896677,ES,ES4503,2018-01-14,"",M,34,50006
77000000051896580,ES,ES4503,2018-01-14,"",M,42,45593
77000000051895804,ES,ES0263,2018-01-14,"",F,33,50002
77000000051895707,ES,ES0428,2018-01-14,"",F,53,50011
77000000051895513,ES,ES0428,2018-01-14,"",F,42,50017
77000000051895416,ES,ES4503,2018-01-14,"",M,34,50784
77000000051895319,ES,ES0428,2018-01-14,"",M,42,50017
77000000051893864,ES,ES4504,2018-01-14,"","","",""
77000000051891342,ES,ES0263,2018-01-13,"",M,32,50014
77000000051890663,ES,ES0428,2018-01-13,"","","",""
77000000051889984,ES,ES4504,2018-01-13,"","","",""
77000000051889402,ES,ES4507,2018-01-13,"",M,53,50018
77000000051889014,ES,ES4503,2018-01-13,"",F,41,50171
77000000051888723,ES,ES0428,2018-01-13,"",F,45,50011
77000000051885522,ES,ES4503,2018-01-13,"",M,60,50820
77000000051883970,ES,ES4503,2018-01-13,"",M,53,50007
77000000051882224,ES,ES0428,2018-01-13,"",F,24,50010
77000000051881060,ES,ES4503,2018-01-13,"","","",""
77000000051878732,ES,ES0428,2018-01-13,"",M,38,28013
77000000051878344,ES,ES0263,2018-01-13,"","","",""
77000000051878053,ES,ES4503,2018-01-13,"",F,34,50008
77000000051877859,ES,ES0428,2018-01-13,"",M,44,50010
77000000051877083,ES,ES0428,2018-01-13,"","","",""
77000000051875531,ES,ES4503,2018-01-13,"",F,39,50021
77000000051875337,ES,ES0428,2018-01-13,"",M,40,50100
77000000051873009,ES,ES0263,2018-01-13,"","","",""
77000000051872136,ES,ES0428,2018-01-13,"",M,68,50009
77000000051871554,ES,ES4507,2018-01-13,"","","",""
77000000051871457,ES,ES4504,2018-01-13,"",F,70,50003
77000000051871263,ES,ES4503,2018-01-13,2018-01-13,M,47,18198
77000000051870487,ES,ES4504,2018-01-13,"",F,65,50003
77000000051869129,ES,ES4507,2018-01-13,"",F,29,50012
77000000051868547,ES,ES4504,2018-01-13,"",M,61,50003
77000000051867480,ES,ES0263,2018-01-13,"",M,50,50014
77000000051867092,ES,ES0263,2018-01-13,"",F,36,50171
77000000051866704,ES,ES4503,2018-01-13,"",F,33,50007
77000000051866025,ES,ES4503,2018-01-13,"",F,63,50011
77000000051865831,ES,ES0263,2018-01-13,"","","",""
77000000051865734,ES,ES0428,2018-01-13,"",M,41,50011
77000000051865249,ES,ES4503,2018-01-13,"",F,39,50007
77000000051864861,ES,ES4504,2018-01-13,"",F,34,28232
77000000051864085,ES,ES4503,2018-01-13,"",F,47,50730
77000000051863891,ES,ES4503,2018-01-13,"",F,37,50008
77000000051862630,ES,ES4503,2018-01-13,"","","",""
77000000051862533,ES,ES0263,2018-01-13,"",M,65,50059
77000000051861951,ES,ES4503,2018-01-13,"",F,32,50610
77000000051859332,ES,ES0263,2018-01-13,"",M,65,50014
77000000051859041,ES,ES4507,2018-01-13,"",F,45,50014
77000000051858265,ES,ES4507,2018-01-13,"","","",""
77000000051856616,ES,ES4503,2018-01-13,"",M,69,50009
77000000051856131,ES,ES0263,2018-01-13,"","","",""
77000000051855937,ES,ES4504,2018-01-13,"",F,62,50018
77000000051854385,ES,ES4504,2018-01-12,"",M,41,50010
77000000051853803,ES,ES4507,2018-01-12,"","","",""
77000000051853318,ES,ES4503,2018-01-12,"","","",""
77000000051852639,ES,ES4503,2018-01-12,"",M,73,50008
77000000051851669,ES,ES0428,2018-01-12,"",F,30,50017
77000000051849341,ES,ES0428,2018-01-12,"",F,32,50011
77000000051849244,ES,ES4503,2018-01-12,"",F,43,50172
77000000051848468,ES,ES0263,2018-01-12,"",M,53,50014
77000000051848080,ES,ES0428,2018-01-12,"",F,45,50012
77000000051847886,ES,ES0428,2018-01-12,"",F,36,50019
77000000051847692,ES,ES0428,2018-01-12,"",F,38,50010
